bfs_number,rooms,area,price,postalcode,address,town,description_raw,bfs_name,pop,pop_dens,frg_pct,emp,tax_income,lat,lon,x,y,latitude,longitude,distance_to_hospital
53,4.5,116,3190,8180,"Kreuzstrasse 11, 8180 Bülach", Bülach,«Attikawohnung in Bülach»,Bülach,21372,1328.2784338098,28.0320044919,10973.0,78194,47.51956558227539,8.541257858276367,263785.96875,683046.5625,47.5195128,8.5412607,611.7232288557489
68,4.5,127,2500,8427,8427 Rorbas, Rorbas,«MEINE WOHNOASE AN OBERSTER STELLE»,Rorbas,2885,649.7747747748,28.0762564991,462.0,69847,47.53139877319336,8.58006763458252,265143.15625,685950.1875,47.5316168529484,8.579512900921376,720.9741454215011
68,2.5,90,2120,8427,"Tössstr. 49, 8427 Rorbas", Rorbas,«***Ein kleines Juwel***»,Rorbas,2885,649.7747747748,28.0762564991,462.0,69847,47.53366088867188,8.578751564025879,265393.53125,685847.5,47.533621,8.578688453940753,951.3877888388785
68,4.5,164,2930,8427,"Breitestrasse 9, 8427 Freienstein", Freienstein,«4.5 Zimmer Maisonette Wohnung in umgebautem Bauernhaus»,Rorbas,2885,649.7747747748,28.0762564991,462.0,69847,47.53303146362305,8.583894729614258,265328.96875,686235.75,47.53303125,8.583836025459771,831.0792827416208
131,1.0,16,690,8134,"Soodstrasse 14, 8134 Adliswil", Adliswil,«Gepflegtes möbl. Zimmer an ruhiger Lage»,Adliswil,18944,2438.0952380952,37.7850506757,7507.0,89522,47.31591796875,8.525667190551758,241129.359375,682186.25,47.31581355,8.52569177046204,926.2907450955025
121,3.5,74,1989,8620,"Binzstr. 41, 8620 Wetzikon ZH", Wetzikon ZH,«Schöne Wohnung im Zentrum von Wetzikon!»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.329345703125,8.800528526306152,242946.546875,702939.6875,47.32924920000001,8.800488134465645,867.0116091708717
121,4.5,98,2200,8620,"Goldbühlstrasse 15, 8620 Wetzikon ZH", Wetzikon ZH,«Charmante und herzliche 4.5 Maisonette-Wohnung auf zwei Etagen in Wetzikon»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32805633544922,8.806318283081055,242810.84375,703379.6875,47.3279732,8.806356302630924,813.7235220186076
121,3.5,80,2280,8620,"Bahnhofstrasse 99i, 8620 Wetzikon ZH", Wetzikon ZH,«Metropol Wetzikon: Mittendrin und mehr»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.324466705322266,8.797693252563477,242400.4375,702734.75,47.324463,8.7976871,434.9301682632987
121,3.5,89,2351,8620,"Weststrasse 50, 8620 Wetzikon ZH", Wetzikon ZH,«grosszügige Neubauwohnung (2022) / Überbauung Widumento»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32775115966797,8.794655799865723,242761.421875,702498.875,47.3277557,8.7946563,864.5805167914434
121,5.5,114,2470,8620,"Schlossbachstrasse 24, 8620 Wetzikon ZH", Wetzikon ZH,«Zentral und gemütlich mit einem Chemineé»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32216262817383,8.79813003540039,242144.796875,702772.25,47.32216205,8.798245908965477,250.4703194517857
121,4.5,120,3440,8620,8620 Wetzikon ZH, Wetzikon ZH,«ATEMBERAUBEND GROSSE TERRASSE MIT CHEMINÉE»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32967376708984,8.781332969665527,242958.046875,701488.3125,47.32417086775376,8.794619724551117,593.8338030717084
121,2.5,78,1750,8620,"Poststrasse 12, 8620 Wetzikon ZH", Wetzikon ZH,«Moderne EG-Wohnung direkt beim Bahnhof Wetzikon»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.31986999511719,8.791029930114746,241880.875,702239.9375,47.3198047,8.79094538843918,812.0118937072795
121,2.5,57,1790,8620,"Usterstrasse 63C, 8620 Wetzikon ZH", Wetzikon ZH,«2.5-Zimmer-Maisonette-Wohnung»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32746124267578,8.793194770812988,242727.40625,702389.0,47.327434100000005,8.793067171734236,914.2150302337992
121,2.5,65,1545,8620,"Bahnhofstr. 212, 8620 Wetzikon ZH", Wetzikon ZH,«Wohnen im Zentrum von Wetzikon»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32878112792969,8.80404281616211,242888.53125,703206.375,47.32871795,8.804014061245095,829.0612450007463
121,5.5,160,2760,8620,"Tödistrasse 5, 8620 Wetzikon ZH", Wetzikon ZH,«Grosse Familienwohnung gesucht?»,Wetzikon (ZH),24990,1486.6151100535,25.9943977591,14163.0,68951,47.32584381103516,8.797143936157227,242552.703125,702690.625,47.32593095,8.797221571487135,587.5470092713044
249,3.5,70,2624,8103,"Maxgubler strasse 22, 8103 Unterengstringen", Unterengstringen,«Appartement à Unterengstringen»,Unterengstringen,3934,1177.8443113773,25.8261311642,1000.0,96737,47.40984725952149,8.453873634338379,251499.171875,676623.3125,,,
86,5.5,120,2950,8157,"Wehntalerstrasse 38, 8157 Dielsdorf", Dielsdorf,"«""Duplex in Dielsdorf""»",Dielsdorf,5966,1016.3543441227,31.847133758,4370.0,75326,47.48212432861328,8.453387260437012,259533.9375,676482.6875,47.4819913,8.4533964,414.47987756471474
86,3.0,73,1825,8157,"Schulstrasse 5, 8157 Dielsdorf", Dielsdorf,«3 Zimmer Gartenwohnung mit 2 Terrassen im Herzen von Dielsdorf»,Dielsdorf,5966,1016.3543441227,31.847133758,4370.0,75326,47.48201751708984,8.454813003540039,259523.375,676590.25,47.4820166,8.4548131,469.70880385315286
86,3.5,79,1650,8157,"Gumpenwiesenstr. 33, 8157 Dielsdorf", Dielsdorf,«Wohnen in Familienfreundlichen Quartier»,Dielsdorf,5966,1016.3543441227,31.847133758,4370.0,75326,47.47614288330078,8.456404685974121,258872.046875,676718.6875,47.4761442,8.4564049,462.53943013077765
86,2.5,48,1680,8157,"Regensbergstrasse 11, 8157 Dielsdorf", Dielsdorf,"«Erstbezug im exklusiven Neubauprojekt ""Bienenstock""»",Dielsdorf,5966,1016.3543441227,31.847133758,4370.0,75326,47.48141860961914,8.451350212097168,259453.546875,676330.125,47.4814189,8.45135,316.6760246451036
86,4.5,81,2150,8157,"Sandbuckweg 7, 8157 Dielsdorf", Dielsdorf,«Familienfreundliche Wohnung an ruhiger Wohnlage»,Dielsdorf,5966,1016.3543441227,31.847133758,4370.0,75326,47.477298736572266,8.456282615661621,259000.46875,676707.8125,47.4773004,8.4562829,402.08340810929826
96,3.5,95,2210,8106,"Loowiesenstrasse 41, 8106 Adlikon b. Regensdorf", Adlikon b. Regensdorf,«Attika-Wohnung im Grünen»,Regensdorf,18540,1268.1258549932,35.5717367853,11126.0,73522,47.45358276367188,8.462523460388184,256369.578125,677212.625,,,
96,4.5,104,2500,8106,"Wehntalerstrasse 295, 8106 Adlikon b. Regensdorf", Adlikon b. Regensdorf,«Renovierte 4.5 Zimmer-Whg. mit Bastelraum per sofort frei»,Regensdorf,18540,1268.1258549932,35.5717367853,11126.0,73522,47.448997497558594,8.466146469116211,255863.40625,677492.5,,,
96,3.5,103,2235,8106,"Rebrainstrasse 17, 8106 Adlikon b. Regensdorf", Adlikon b. Regensdorf,«Grosszügige Wohnung mit eigenem Waschturm»,Regensdorf,18540,1268.1258549932,35.5717367853,11126.0,73522,47.44966506958008,8.466696739196777,255938.21875,677533.0625,,,
96,4.5,116,2050,8106,"Hummelackerstr. 29, 8106 Adlikon b. Regensdorf", Adlikon b. Regensdorf,«Wohnen in der Sonnhalde»,Regensdorf,18540,1268.1258549932,35.5717367853,11126.0,73522,47.45203399658203,8.464168548583984,256199.25,677338.9375,,,
96,4.5,114,2380,8106,"Loowiesenstrasse 41, 8106 Adlikon b. Regensdorf", Adlikon b. Regensdorf,«Attikawohnung mit riesiger Sonnenterrasse!»,Regensdorf,18540,1268.1258549932,35.5717367853,11126.0,73522,47.45358276367188,8.462523460388184,256369.578125,677212.625,,,
96,4.0,108,2310,8106,"Loowiesenstrasse 29, 8106 Adlikon b. Regensdorf", Adlikon b. Regensdorf,«Schöne Attikawohnung im Grünen»,Regensdorf,18540,1268.1258549932,35.5717367853,11126.0,73522,47.45315933227539,8.463363647460938,256323.6875,677276.5625,,,
2,3.0,70,1740,8910,"zürichstrasse 157, 8910 Affoltern am Albis", Affoltern am Albis,«Attrakive 3 Zimmer Wohnug nähe Zentrum von Affoltern a.A.»,Affoltern am Albis,12303,1161.7563739377,28.7003169959,6920.0,72583,47.28336334228516,8.453010559082031,237436.8125,676740.0625,47.2833646,8.452936028818119,313.9464233628058
2,3.5,91,2670,8910,"Alte Dorfstrasse 28, 8910 Affoltern am Albis", Affoltern am Albis,«Ihre Wohlfühloase in Affoltern am Albis!»,Affoltern am Albis,12303,1161.7563739377,28.7003169959,6920.0,72583,47.27804946899414,8.454066276550293,236846.921875,676827.5625,47.278031850000005,8.45392601778319,772.0144913559692
2,3.5,81,1900,8910,"Zürichstrasse 170, 8910 Affoltern am Albis", Affoltern am Albis,«Totalsanierte 3.5 Zimmerwohnung!»,Affoltern am Albis,12303,1161.7563739377,28.7003169959,6920.0,72583,47.28475570678711,8.453343391418457,237591.71875,676763.3125,47.28475635,8.453435599999999,236.36285239037312
2,3.5,80,2089,8910,"Pfruendhofstrasse 54, 8910 Affoltern am Albis", Affoltern am Albis,«Schöne Attikawohnung wartet auf Sie!»,Affoltern am Albis,12303,1161.7563739377,28.7003169959,6920.0,72583,47.27677536010742,8.455918312072754,236707.1875,676969.5625,47.2767701,8.45583993526423,837.7260084680952
2,5.5,124,2769,8910,"Pfruendhofstrasse 48, 8910 Affoltern am Albis", Affoltern am Albis,«Schöne Wohnung in familienfreundlicher Umgebung»,Affoltern am Albis,12303,1161.7563739377,28.7003169959,6920.0,72583,47.276512145996094,8.45679759979248,236678.890625,677036.4375,47.27652985,8.456831881170883,765.5575785781925
161,3.5,100,5550,8702,"Wybüelstrasse 16, 8702 Zollikon", Zollikon,«3 1/2-Zimmer-Wohnung mit Seesicht»,Zollikon,13067,1664.5859872612,26.0580087243,5764.0,171602,47.34372329711914,8.57780647277832,244276.546875,686083.125,47.34366215,8.577787597060258,923.352795651199
161,5.5,137,4414,8125,"Bühlstrasse 5, 8125 Zollikerberg", Zollikerberg,"«Grosszügige, moderne Familienwohnung»",Zollikon,13067,1664.5859872612,26.0580087243,5764.0,171602,47.3474235534668,8.605626106262207,244718.671875,688179.0625,47.34743625,8.60559280327291,523.223092170625
161,3.5,93,2180,8125,"Trichtenhauserstrasse 29, 8125 Zollikerberg", Zollikerberg,«3.5-Zimmerwohnung im grünen Zollikerberg»,Zollikon,13067,1664.5859872612,26.0580087243,5764.0,171602,47.34943771362305,8.595818519592285,244931.515625,687434.75,47.34938455,8.595903254075168,240.51551395727464
161,4.5,92,2590,8125,"Rietholzstr. 60, 8125 Zollikerberg", Zollikerberg,«Schöne Maisonettewohnung an ruhiger Lage in Zollikerberg»,Zollikon,13067,1664.5859872612,26.0580087243,5764.0,171602,47.34309387207031,8.598343849182129,244229.4375,687636.0,47.34291195,8.598387711611437,644.4420377410239
247,3.5,96,2787,8952,"Engstringerstr.  Gebäude F 5,, 8952 Schlieren", Schlieren,«Helle 3.5 - Zimmerwohnung im Zentrum von Schlieren»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.407169342041016,8.446950912475586,251194.5,676104.6875,,,
247,3.5,95,2611,8952,"Engstringerstr.  Gebäude E 5,, 8952 Schlieren", Schlieren,«Zentrale Lage in Schlieren - Helle 3.5-Zimmerwohnung»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.4005012512207,8.44793701171875,250454.171875,676188.6875,,,
247,4.5,110,2843,8952,"Badenerstrasse 110, 8952 Schlieren", Schlieren,«Willkommen in der Stadtsiedlung Reitmen»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.39788436889648,8.431954383850098,250147.828125,674985.9375,47.3979212,8.4319502,497.393466307553
247,3.5,100,2430,8952,"Engstringerstr.  Gebäude F 5,, 8952 Schlieren", Schlieren,«Offene 3.5-Zimmerwohnung im Zentrum von Schlieren»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.407169342041016,8.446950912475586,251194.5,676104.6875,,,
247,3.5,72,2050,8952,"Urdorferstrasse 40b, 8952 Schlieren", Schlieren,«Vicinos - Deine Wohnung in Schlieren»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.39493179321289,8.441030502319336,249828.53125,675675.25,47.3949878,8.4410686,815.7232249924468
247,3.5,73,1990,8952,"Urdorferstrasse 40b, 8952 Schlieren", Schlieren,«Vicinos - Wohnen von seiner schönsten Seite»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.39493179321289,8.441030502319336,249828.53125,675675.25,47.3949878,8.4410686,815.7232249924468
247,3.5,87,2170,8952,"Badenerstrasse 90, 8952 Schlieren", Schlieren,«Die Stadtsiedlung Reitmen - Ihr neues Zuhause!»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.39736175537109,8.433037757873535,250090.9375,675068.4375,47.3974238,8.4330379,471.1185811205721
247,3.5,76,2245,8952,"Goldschlägiplatz 2, 8952 Schlieren", Schlieren,«Wollen auch Sie hoch hinaus?»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.40031051635742,8.441031455993652,250426.53125,675667.625,47.4002735,8.4410429,1092.664034674178
247,3.5,97,2210,8952,"Brandstrasse 43, 8952 Schlieren", Schlieren,«Mein Paradies auf 2 Etagen!»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.40077590942383,8.441206932067871,250478.265625,675680.25,47.4007729,8.4411747,1138.3476632091288
247,2.5,57,1898,8952,"Goldschlägiplatz 1, 8952 Schlieren", Schlieren,«Schöner Wohnen!»,Schlieren,18791,2851.4415781487,46.1178223618,18945.0,65678,47.40030670166016,8.440872192382812,250425.640625,675655.6875,47.4002669,8.4408926,1083.898527495308
156,3.0,77,1920,8706,"Seestrasse 807, 8706 Meilen", Meilen,«Ein Prachtstück in Obermeilen»,Meilen,14335,1200.5862646566,23.1880013952,5910.0,139797,47.26577377319336,8.653788566589355,235697.21875,691958.625,47.26574805,8.653877197955648,1058.5949232380149
198,3.5,87,2450,8610,"Poststrasse, 8610 Uster", Uster,«AUSSERORDENTLICHE GELEGENHEIT IM HERZEN VON USTER!»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.34986877441406,8.718284606933594,245123.453125,696686.5625,47.34934439544857,8.717324931152055,650.2838722225335
198,4.5,101,1911,8610,"Kanalweg 2, 8610 Uster", Uster,«Zentrale Traumwohnung in Uster»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.345821380615234,8.7263765335083,244683.46875,697305.25,47.3458173,8.7262927,721.0086522502362
198,2.5,73,2150,8610,"Meierackerstr. 4, 8610 Uster", Uster,«MIETEN OHNE KAUTION - Familienfreundliche Wohnung»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.36004257202149,8.716106414794922,246251.796875,696503.5,47.359964700000006,8.716023499999995,993.9001947638252
198,3.5,75,1846,8610,"Brunnenwiesenstr. 42, 8610 Uster", Uster,«MIETEN OHNE KAUTION - vertrautes Heim an zentraler Lage»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.35499954223633,8.716510772705078,245691.71875,696543.25,47.3550258,8.71639620544213,629.3587608707281
198,3.5,88,2050,8610,"Freiestrasse 15, 8610 Uster", Uster,«Gewerbeobjekt und 3.5 Zimmer Maisonettewohnung in einem Haus»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.3487434387207,8.721585273742676,245002.359375,696938.0,47.348734,8.721516587102256,506.0304797984954
198,4.5,101,1900,8610,"Wermatswilerstrasse 92, 8610 Uster", Uster,«Frisch sanierte 4.5-Zimmerwohnung»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.35684967041016,8.730287551879883,245914.265625,697580.5625,47.35678465,8.730237649273883,540.0600802098468
198,3.5,83,2800,8610,"Oberlandstrasse 106, 8610 Uster", Uster,«3.5-Zimmer-Wohnung in Uster ZH»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.35125732421875,8.720507621765137,245280.546875,696851.9375,47.3513114,8.720330213397371,338.5689202618468
198,4.5,113,3520,8610,"Im Lot 13, 8610 Uster", Uster,«Ganz oben! Tolle Wohnung in einzigartiger Siedlung»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.34845733642578,8.711673736572266,244958.5,696189.625,47.3484604,8.711635,1066.6591868503142
198,4.5,96,2245,8610,"Oberlandstr. 77, 8610 Uster", Uster,«Sehr schöne Wohnung an zentraler Lage»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.354713439941406,8.715872764587402,245659.03125,696495.5625,47.35467895,8.715747015597769,662.7935332861717
198,3.0,58,1630,8610,"Brandgrubenstrasse 23, 8610 Uster", Uster,«3-Zimmer Wohnung mit 58m² auf der 2. Etage»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.35429382324219,8.710342407226562,245605.671875,696078.5,47.3542971,8.710385831122448,1049.6468171353854
198,3.5,73,1850,8610,"Breitigasse 13, 8610 Uster", Uster,«Mieten ohne Kaution - Schöne Wohnung direkt am Aabach»,Uster,35007,1228.7469287469,23.0096837775,17237.0,79839,47.3445930480957,8.735006332397461,244557.546875,697959.5,47.34455425,8.734944336584526,1009.9847754806293
157,4.0,95,1870,8618,"Willikonerstrasse 52, 8618 Oetwil am See", Oetwil am See,«Teilsaniert 4.0-Zimmer-Wohnung in Oetwil am See»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.26665115356445,8.7277250289917,235884.015625,697551.75,47.27067136490989,8.720148621691058,212.87156149916737
157,4.5,98,1965,8618,"Glärnischstrasse 62, 8618 Oetwil am See", Oetwil am See,«Familienwohnung sucht neue Bewohner»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.27785873413086,8.720203399658203,237120.65625,696962.25,47.27779099999999,8.720198686365018,1004.413727809546
157,5.5,140,4590,8618,8618 Oetwil am See, Oetwil am See,"«HELL UND MODERN, AN ZENTRALER LAGE»",Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.27474212646485,8.722920417785645,236777.71875,697173.5,47.27464285,8.718212669122739,670.2321245085981
157,3.5,78,1553,8618,"Gossauerstrasse 4, 8618 Oetwil am See", Oetwil am See,«Gemütliche Wohnung im Grünen - Pfannenstiel»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.27293395996094,8.721443176269531,236574.625,697065.0,47.27290365,8.72137941586925,470.6892196538791
157,4.5,101,2345,8618,"Bergstrasse 19, 8618 Oetwil am See", Oetwil am See,«4.5-Zimmerwohnungen in zentraler Lage»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.2691650390625,8.71776008605957,236151.03125,696793.1875,47.26918785,8.717905134020711,174.79909814256544
157,3.5,78,1720,8618,"Aronenweg 9, 8618 Oetwil am See", Oetwil am See,«Gemütliche Wohnung zum Wohlfühlen mit Balkon»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.27603149414063,8.718671798706055,236915.671875,696849.6875,47.27611025,8.71858270808443,825.8430670151981
157,3.5,87,1720,8618,"Glärnischstr. 56, 8618 Oetwil am See", Oetwil am See,«Sonnige Wohnung mit Cheminée sucht neue Mieter!»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.27792739868164,8.720858573913574,237129.0,697011.75,47.2779207,8.720856,1020.3126798861832
157,4.5,90,2040,8618,"Aronenweg 11, 8618 Oetwil am See", Oetwil am See,«Wohnung zum Wohlfühlen in Oetwil am See»,Oetwil am See,4840,792.1440261866,29.2561983471,2303.0,70794,47.27605438232422,8.718195915222168,236917.65625,696813.75,47.27600045,8.718127596012637,819.413148524016
155,2.5,62,1584,8708,"Im Wiesli 4, 8708 Männedorf", Männedorf,«2.5 Zimmerwohnung mit Seesicht»,Männedorf,11359,2381.3417190776,20.3803151686,4984.0,103577,47.25152969360352,8.6998291015625,234168.703125,695468.0,47.2515595,8.699844925308993,230.4517158151685
191,2.5,65,2050,8600,"Giessen-Lab, 8600 Dübendorf", Dübendorf,«Giessen-lab - Der Spot für Singles und Paare»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563,47.4012451171875,8.611501693725586,250708.609375,688533.5,,,
191,3.5,75,2320,8600,"Giessen-Lab, 8600 Dübendorf", Dübendorf,«Ihr Zuhause ist Ihre Oase»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563,47.4012451171875,8.611501693725586,250708.609375,688533.5,,,
83,2.5,81,2010,8107,"Mülibachstr. 52/Haus I, 8107 Buchs ZH", Buchs ZH,«Ihr neues Zuhause»,Buchs (ZH),6565,1124.1438356164,26.0472201066,2327.0,77391,47.453125,8.42919635772705,256286.46875,674700.1875,,,
38,5.5,200,2840,8462,"Poststrasse 6, 8462 Rheinau", Rheinau,«Exklusive Wohnung in der Nähe des Rheinfalls»,Rheinau,1316,147.3684210526,19.6808510638,694.0,72743,47.64480209350586,8.605175971984863,277779.03125,687653.25,47.6448759,8.605114363615701,1125.431673161893
38,5.5,100,2000,8462,"Poststrasse 61, 8462 Rheinau", Rheinau,«Maisonette-Wohnung mit Weitsicht»,Rheinau,1316,147.3684210526,19.6808510638,694.0,72743,47.640228271484375,8.600247383117676,277265.21875,687290.5,47.6402292,8.6002476,819.2752623428474
192,3.5,102,2272,8132,"Bachtelweg 2, 8132 Egg b. Zürich", Egg b. Zürich,«Terrassen Wohnung mit schöner Aussicht zu vermieten»,Egg,8796,605.3682037164,19.9181446112,2469.0,94471,47.29775619506836,8.692445755004883,239298.828125,694827.0,,,
